home_pos,home_value,home_score_form,home_concede_form,away_pos,away_value,away_score_form,away_concede_form,home_result_score,away_result_score
6,1394,1.3333333333333333,0,17,1204,7,7,1,1
16,1095,2.0,11,15,1220,5,6,1,1
11,1320,1.6666666666666667,5,10,1275,5,6,0,0
14,1273,1.0,7,9,1283,3,6,1,0
20,1134,1.6666666666666667,6,16,1296,3,8,0,1
4,1456,3.3333333333333335,2,6,1420,6,0,0,1
9,1278,0.6666666666666666,4,6,1302,5,6,3,2
17,1200,1.0,7,10,1336,2,3,4,3
5,1425,0.6666666666666666,1,8,1289,1,6,2,1
9,1225,0.6666666666666666,3,2,1431,8,1,4,4
3,1429,2.0,6,16,1280,5,6,3,0
12,1392,1.6666666666666667,6,15,1166,4,8,5,3
13,1250,1.3333333333333333,4,11,1295,3,1,2,2
19,1294,1.0,8,1,1453,11,3,2,1
17,1305,1.0,7,3,1443,4,4,2,2
7,1408,2.0,2,11,1291,3,4,2,0
12,1318,1.0,2,10,1222,7,2,1,0
7,1289,0.3333333333333333,7,20,1295,4,7,1,0
12,1167,1.6666666666666667,8,17,1198,2,10,1,3
8,1336,1.6666666666666667,3,5,1344,2,3,0,1
6,1242,1.3333333333333333,2,4,1438,6,1,2,4
2,1432,2.0,0,14,1381,6,5,2,1
16,1273,1.0,7,18,1204,2,6,2,2
1,1384,2.6666666666666665,2,13,1250,4,2,3,1
7,1390,2.0,4,15,1309,6,1,1,0
12,1220,1.6666666666666667,6,1,1367,7,1,2,3
18,1181,0.6666666666666666,5,13,1248,2,2,1,2
10,1310,0.6666666666666666,5,4,1437,5,4,0,4
7,1321,1.0,6,15,1291,4,7,2,0
19,1220,1.3333333333333333,6,10,1384,4,7,0,3
7,1294,2.3333333333333335,1,5,1425,2,2,1,1
1,1441,1.3333333333333333,2,17,1312,3,5,5,0
13,1312,1.3333333333333333,2,8,1303,5,2,2,0
12,1384,1.3333333333333333,5,20,1268,2,8,2,2
10,1217,1.6666666666666667,6,6,1321,5,1,1,2
1,1357,2.0,0,18,1185,2,3,3,0
15,1264,1.3333333333333333,5,2,1460,5,3,1,0
5,1430,1.3333333333333333,2,1,1458,5,3,0,0
6,1325,1.3333333333333333,2,9,1298,6,2,1,1
16,1310,1.0,5,17,1226,3,8,1,1
13,1384,1.3333333333333333,6,12,1367,3,4,2,2
17,1183,1.0,4,15,1313,5,1,1,1
14,1294,0.6666666666666666,8,10,1214,3,4,3,2
8,1317,1.0,4,7,1232,2,4,2,0
1,1460,1.6666666666666667,0,17,1146,2,2,4,3
4,1450,1.3333333333333333,4,10,1307,6,5,2,0
20,1262,1.0,6,2,1352,5,2,0,3
9,1214,1.0,3,13,1390,3,5,2,1
17,1207,0.6666666666666666,4,5,1442,5,6,1,0
8,1296,0.6666666666666666,5,19,1301,6,2,5,0
17,1266,1.3333333333333333,9,6,1243,3,4,0,1
3,1440,2.6666666666666665,3,2,1448,8,1,0,0
11,1388,1.0,4,4,1428,5,1,2,1
6,1086,1.0,3,18,1159,4,4,1,1
8,1272,1.0,6,11,1414,3,5,3,1
1,1408,1.6666666666666667,2,8,1315,4,2,2,1
13,1297,1.0,4,16,1262,2,7,3,0
11,1214,1.0,1,14,1356,1,5,1,2
5,1412,1.0,4,15,1266,3,7,3,3
17,1226,1.3333333333333333,3,10,1302,4,6,0,1
14,1298,0.6666666666666666,7,1,1403,4,1,1,2
15,1300,1.6666666666666667,3,20,1270,3,2,2,0
4,1428,1.6666666666666667,2,17,1335,3,3,1,0
6,1305,0.3333333333333333,4,11,1257,4,4,3,0
7,1324,0.6666666666666666,3,13,1391,3,2,2,0
1,1451,2.6666666666666665,3,9,1197,5,2,1,0
8,1421,1.3333333333333333,4,6,1086,2,2,2,1
18,1367,0.6666666666666666,3,1,1435,5,4,0,3
16,1255,1.3333333333333333,3,3,1420,5,3,2,2
4,1432,1.0,5,6,1231,4,2,1,0
12,1426,1.6666666666666667,5,19,1270,2,5,0,1
14,1297,1.3333333333333333,5,9,1310,2,5,1,3
4,1424,1.3333333333333333,3,12,1294,5,7,2,0
7,1323,0.3333333333333333,2,8,1193,5,3,0,2
8,1323,1.3333333333333333,3,17,1335,2,5,0,2
2,1450,2.3333333333333335,4,15,1317,3,6,4,0
18,1298,1.6666666666666667,5,10,1376,3,2,1,1
16,1367,0.6666666666666666,3,1,1441,10,1,1,1
2,1440,2.0,4,4,1429,3,3,3,1
18,1333,0.6666666666666666,3,19,1293,2,5,1,3
19,1211,1.3333333333333333,5,16,1182,3,5,1,2
9,1302,1.6666666666666667,5,2,1452,5,3,1,3
1,1423,3.3333333333333335,1,7,1168,2,0,2,0
6,1314,0.6666666666666666,3,12,1296,8,4,2,0
13,1310,1.6666666666666667,3,8,1323,3,4,0,2
15,1330,1.3333333333333333,8,5,1426,4,3,1,2
3,1455,1.6666666666666667,2,14,1379,2,5,1,2
6,1336,1.0,3,7,1319,4,4,1,0
12,1337,1.6666666666666667,9,20,1232,4,5,1,1
1,1453,3.6666666666666665,3,2,1440,8,6,1,0
19,997,1.3333333333333333,7,16,1275,3,2,1,0
6,1314,2.3333333333333335,4,13,1337,6,7,2,1
5,1421,2.0,4,4,1435,2,3,1,1
20,1252,1.0,5,2,1451,6,2,1,3
12,1323,2.0,3,10,1194,4,3,0,1
17,1332,1.0,7,6,1327,5,5,0,0
15,1381,1.3333333333333333,7,17,1255,3,7,0,0
13,1328,0.6666666666666666,9,10,1298,7,5,2,1
8,1308,1.0,9,9,1408,7,2,3,1
8,1390,1.3333333333333333,4,16,1331,4,8,3,0
8,1299,1.3333333333333333,5,11,1220,2,6,3,1
7,1336,2.3333333333333335,5,20,1316,3,4,1,0
18,1174,0.6666666666666666,5,7,1318,6,1,2,2
4,1459,1.6666666666666667,2,6,1314,10,5,1,0
3,1437,0.3333333333333333,5,15,1394,4,8,1,1
7,1325,1.6666666666666667,11,20,1147,6,7,3,0
13,1284,0.6666666666666666,1,5,1425,9,5,1,1
1,1430,2.6666666666666665,6,17,1316,2,5,2,1
9,1220,0.6666666666666666,7,2,1415,1,4,1,1
5,1429,2.6666666666666665,5,9,1420,4,3,2,1
15,1323,1.6666666666666667,6,2,1430,6,4,2,4
19,1228,1.0,7,7,1336,6,3,3,2
19,1305,0.6666666666666666,5,18,1103,2,3,3,1
8,1323,2.6666666666666665,2,4,1455,4,1,1,1
1,1456,1.3333333333333333,2,13,1289,6,5,7,1
17,1326,0.3333333333333333,5,14,1274,3,3,1,1
15,1382,1.3333333333333333,5,11,1297,2,6,1,4
5,1314,3.0,4,10,1194,4,4,2,2
7,1255,2.0,1,14,1391,4,5,2,2
11,1298,2.0,6,13,1302,6,5,2,0
17,1334,0.3333333333333333,2,4,1453,2,0,1,4
3,1438,1.3333333333333333,2,6,1425,7,7,2,3
14,1298,0.6666666666666666,5,8,1323,5,4,0,3
2,1452,1.3333333333333333,3,18,1179,3,3,2,0
4,1314,2.6666666666666665,5,9,1235,2,2,5,1
10,1201,1.3333333333333333,5,19,1291,3,7,2,1
11,1285,1.3333333333333333,5,1,1415,1,5,1,0
8,1386,1.0,3,20,1245,4,4,3,0
13,1391,1.3333333333333333,3,2,1438,3,1,1,2
1,1401,1.0,3,6,1253,4,6,0,3
8,1255,1.3333333333333333,3,2,1419,4,1,2,2
19,1291,1.0,5,5,1309,5,4,2,3
17,1211,0.6666666666666666,5,12,1295,3,6,1,0
20,1261,1.3333333333333333,5,15,1217,6,6,0,0
5,1419,1.0,7,14,1313,5,4,4,2
5,1242,2.3333333333333335,3,15,1319,3,2,0,0
4,1454,1.0,2,17,1352,4,5,0,0
9,1323,1.0,5,11,1409,4,1,2,0
19,1288,1.0,5,3,1441,4,1,0,2
18,1214,0.6666666666666666,5,9,1317,5,1,1,1
20,1254,1.0,5,10,1300,3,5,2,2
5,1242,2.6666666666666665,2,11,1313,4,5,1,2
1,1433,1.3333333333333333,3,14,1318,4,3,1,0
9,1287,0.3333333333333333,2,13,1212,4,5,3,2
3,1463,1.0,5,2,1429,6,2,0,0
9,1389,1.3333333333333333,3,6,1314,5,4,1,1
15,1321,0.3333333333333333,5,17,1352,4,2,3,2
6,1421,1.0,7,7,1325,4,5,1,1
3,1438,2.0,1,5,1242,9,4,0,1
9,1304,1.6666666666666667,5,4,1463,4,7,0,2
8,1322,1.0,3,1,1445,4,1,2,0
5,1314,1.0,3,6,1415,3,4,4,2
6,1329,0.6666666666666666,5,17,1324,2,5,2,0
2,1415,2.0,3,19,1288,3,4,2,1
10,1336,1.3333333333333333,4,11,1362,0,1,1,1
9,1211,1.3333333333333333,6,8,1388,4,1,2,2
13,1324,0.6666666666666666,4,18,1211,3,5,2,1
12,1352,1.0,2,20,1258,2,4,2,2
9,1211,1.3333333333333333,6,6,1296,5,4,2,1
13,1382,0.3333333333333333,3,14,1283,3,4,0,0
7,1234,1.6666666666666667,5,11,1342,1,0,5,1
10,1309,1.3333333333333333,3,11,1329,3,5,0,1
19,1288,0.3333333333333333,5,4,1454,5,6,2,1
8,1330,1.0,5,16,1211,5,3,2,0
7,1391,1.6666666666666667,1,13,1314,3,4,1,0
17,1345,0.3333333333333333,3,1,1451,4,0,1,2
2,1434,1.6666666666666667,3,20,1178,3,4,1,0
2,1431,1.3333333333333333,3,5,1423,5,3,2,0
13,1320,1.3333333333333333,3,3,1516,4,4,1,2
18,1408,1.0,6,17,1325,2,2,2,1
3,1452,2.0,3,2,1433,4,6,0,3
3,1423,1.3333333333333333,3,11,1368,4,0,1,1
14,1139,1.3333333333333333,2,8,1313,5,4,1,1
3,1300,2.0,5,15,1321,2,3,2,1
6,1344,0.6666666666666666,2,10,1395,3,3,1,0
1,1439,0.6666666666666666,1,19,1213,2,5,2,0
10,1287,0.3333333333333333,4,12,1212,5,6,2,0
20,1197,1.0,2,7,1233,4,6,1,2
14,1329,1.0,3,13,1344,3,3,0,0
11,1365,0.6666666666666666,1,19,1407,5,7,2,0
10,1211,1.0,7,2,1454,5,1,2,3
19,1292,0.6666666666666666,7,20,1183,3,2,1,1
13,1218,1.0,4,12,1211,2,2,2,2
3,1451,1.6666666666666667,4,6,1300,7,4,2,2
11,1322,0.6666666666666666,2,4,1428,5,3,1,2
6,1314,1.3333333333333333,4,9,1324,4,2,2,1
2,1420,1.0,6,16,1287,1,5,2,1
6,1383,1.3333333333333333,4,1,1405,6,1,0,0
2,1454,1.3333333333333333,1,15,1243,2,4,2,1
18,1418,1.3333333333333333,5,9,1213,3,6,1,2
1,1435,2.3333333333333335,2,3,1410,7,5,2,0
13,1208,0.3333333333333333,3,19,1289,3,7,2,0
19,1189,1.0,4,9,1306,3,2,1,1
6,1301,2.3333333333333335,4,11,1314,4,7,1,1
5,1423,1.3333333333333333,3,7,1398,4,4,2,1
10,1349,1.3333333333333333,4,2,1423,8,7,0,0
5,1331,1.6666666666666667,3,10,1343,4,3,1,0
14,1293,0.3333333333333333,3,16,1312,3,4,0,2
12,1304,1.3333333333333333,7,2,1444,9,5,2,2
17,1286,1.0,6,5,1389,3,3,1,2
9,1236,0.6666666666666666,3,12,1320,3,4,1,2
4,1452,1.0,2,1,1435,9,1,1,0
19,1189,0.6666666666666666,7,7,1417,4,3,1,0
15,1436,1.0,3,10,1332,3,2,2,2
7,1327,1.6666666666666667,4,19,1319,3,5,0,0
12,1213,1.3333333333333333,6,7,1343,3,4,1,2
9,1367,1.0,5,17,1208,2,3,0,0
2,1418,2.3333333333333335,3,4,1299,4,3,2,3
3,1443,2.6666666666666665,5,16,1432,1,3,3,2
18,1208,0.6666666666666666,7,4,1450,4,2,0,2
1,1446,3.6666666666666665,1,8,1221,4,8,4,0
17,1324,1.0,5,20,1189,2,9,1,1
9,1303,0.6666666666666666,2,11,1293,4,3,3,1
4,1417,1.0,3,14,1286,3,4,3,1
19,1311,1.3333333333333333,5,4,1316,7,3,0,1
13,1341,1.0,5,4,1309,6,5,1,1
5,1404,0.6666666666666666,8,9,1206,6,7,1,1
7,1247,0.6666666666666666,2,2,1433,12,2,1,1
18,1324,0.6666666666666666,6,7,1387,4,6,2,1
5,1288,2.0,5,13,1423,2,4,0,0
18,1391,0.3333333333333333,3,3,1429,8,2,3,3
17,1209,0.3333333333333333,10,10,1253,3,3,1,1
20,1265,0.3333333333333333,9,1,1461,14,0,1,3
16,1299,0.3333333333333333,7,10,1421,2,2,1,1
11,1316,2.3333333333333335,4,4,1215,6,8,0,2
6,1451,1.0,1,13,1346,3,4,1,1
4,1307,1.3333333333333333,4,7,1294,4,3,2,1
1,1434,3.0,2,7,1235,5,3,4,1
0,1311,1.0,1,0,1287,4,3,2,2
0,1216,0.6666666666666666,3,0,1462,3,0,1,0
0,1413,0.3333333333333333,4,0,1287,1,6,1,0
0,1393,1.0,6,0,1393,1,2,1,0
0,1344,0.6666666666666666,2,0,1439,7,1,1,2
0,1293,1.0,2,0,1224,6,3,1,1
0,1407,0.6666666666666666,1,0,1173,0,10,0,1
0,1458,4.0,0,0,1313,2,4,2,0
0,1202,1.3333333333333333,6,0,1306,2,2,2,2
0,1458,1.6666666666666667,2,0,1191,1,6,3,0
0,1462,0.0,0,0,1424,1,1,3,0
0,1214,0.0,3,0,1380,3,0,6,0
0,1322,0.0,0,0,1447,3,0,2,2
0,1252,0.0,3,0,1314,0,0,1,3
0,1286,0.0,6,0,1214,2,2,1,0
0,1305,0.3333333333333333,2,0,1377,0,0,1,2
0,1393,0.0,1,0,1286,2,1,1,1
0,1287,0.6666666666666666,2,0,1180,1,0,2,1
0,1441,0.3333333333333333,1,0,1205,4,0,6,0
0,1230,0.0,4,0,1383,6,0,0,6
0,1455,0.0,0,0,1208,0,0,3,0
0,1360,0.0,0,0,1437,0,0,1,1
0,1426,0.0,0,0,1460,0,0,0,0
0,1285,0.0,0,0,1311,0,0,2,1
0,1151,0.0,0,0,1223,0,0,0,4
0,1235,0.0,0,0,1276,0,0,2,2
0,1314,0.0,0,0,1308,0,0,0,0
0,1344,0.0,0,0,1397,0,0,1,0
0,1371,0.0,0,0,1256,0,0,3,0
0,1388,0.0,0,0,1283,0,0,6,0
15,1212,2.0,2,20,1208,4,6,3,2
10,1196,1.0,2,3,1330,4,4,2,3
3,1309,2.3333333333333335,2,9,1246,3,5,2,0
11,1181,1.6666666666666667,7,8,1389,7,2,1,0
12,1297,1.0,4,2,1454,6,5,0,1
13,1360,0.6666666666666666,3,18,1259,5,8,2,2
11,1104,1.0,8,16,1315,2,3,2,0
1,1477,1.6666666666666667,0,17,1260,3,6,3,2
7,1342,1.6666666666666667,1,5,1282,2,6,3,1
6,1251,2.3333333333333335,7,19,1027,2,3,2,1
8,1410,1.0,2,6,1337,6,3,4,1
19,1201,0.6666666666666666,5,15,1235,7,3,0,1
5,1282,1.6666666666666667,4,1,1478,9,1,0,2
20,1204,1.3333333333333333,6,7,1163,9,5,0,0
16,1251,0.6666666666666666,7,14,1359,2,5,1,0
8,1328,1.0,5,11,1300,2,2,2,1
17,1282,1.6666666666666667,7,10,1212,2,0,2,2
15,1322,0.3333333333333333,2,4,1396,6,2,1,1
1,1454,2.6666666666666665,5,12,1252,8,5,2,0
3,1268,0.6666666666666666,3,13,1104,1,11,3,3
6,1477,2.3333333333333335,2,5,1282,5,4,0,2
18,1254,1.6666666666666667,4,4,1394,3,3,1,4
13,1359,0.6666666666666666,5,7,1236,12,4,1,1
8,1344,2.0,3,9,1300,3,6,0,1
1,1477,4.0,1,2,1457,8,5,1,0
6,1440,1.0,2,17,1254,4,1,6,1
4,1394,0.3333333333333333,3,19,1201,4,6,2,0
16,1232,1.3333333333333333,3,4,1283,7,0,4,0
10,1292,0.6666666666666666,4,15,1324,1,6,0,0
12,1251,1.3333333333333333,4,20,1230,0,5,4,4
10,1305,0.0,4,18,1254,3,4,2,2
14,1356,1.0,5,3,1345,4,2,1,1
7,1309,3.3333333333333335,6,9,1318,6,2,4,0
13,1106,1.0,9,7,1422,4,4,0,3
15,1307,0.3333333333333333,5,18,1258,1,6,1,2
1,1450,2.0,1,7,1309,8,2,4,4
20,1256,0.3333333333333333,5,2,1481,10,2,0,2
8,1416,1.3333333333333333,5,10,1292,4,4,0,1
15,1312,0.6666666666666666,6,10,1304,0,4,0,0
16,1253,1.0,3,5,1335,4,3,1,0
3,1345,1.6666666666666667,2,6,1454,7,4,0,0
4,1283,2.0,0,14,1359,3,4,3,0
9,1342,2.0,2,16,1224,4,3,2,1
19,1258,1.0,7,11,1248,3,5,1,1
18,1201,0.6666666666666666,9,11,1106,5,9,2,0
3,1358,1.6666666666666667,2,16,1139,4,2,1,2
1,1446,1.3333333333333333,1,15,1306,4,6,4,0
11,1103,1.6666666666666667,5,2,1478,7,4,1,6
13,1206,1.0,6,16,1245,5,3,1,0
12,1250,0.3333333333333333,8,19,1194,2,8,3,0
9,1306,1.0,7,20,1196,3,8,0,0
20,1249,1.3333333333333333,7,3,1262,5,2,0,3
17,1160,1.6666666666666667,3,1,1421,5,0,1,0
2,1443,1.3333333333333333,5,13,1128,4,5,4,0
16,1257,1.0,6,14,1252,1,7,3,0
18,1219,0.3333333333333333,7,8,1379,2,5,2,3
4,1313,1.0,1,10,1104,5,5,1,2
5,1133,2.3333333333333335,1,16,1280,5,6,2,0
7,1233,2.0,2,10,1301,6,4,4,0
15,1297,1.0,8,11,1362,3,4,1,1
9,1302,1.6666666666666667,2,5,1459,6,3,1,1
1,1414,2.6666666666666665,0,17,1246,6,6,2,0
3,1338,1.6666666666666667,2,2,1439,6,5,1,0
9,1310,2.0,6,3,1325,4,2,0,0
13,1277,0.6666666666666666,6,18,1203,3,4,3,0
12,1107,1.0,4,7,1319,4,1,2,2
7,1394,1.0,7,15,1194,3,7,1,1
5,1447,1.6666666666666667,4,19,1167,5,2,2,1
16,1280,2.3333333333333335,4,9,1336,2,5,0,3
10,1356,0.6666666666666666,4,20,1249,3,10,2,1
11,1252,1.3333333333333333,5,5,1132,6,1,0,2
18,1198,1.6666666666666667,2,1,1418,8,0,0,2
6,1204,1.6666666666666667,3,8,1406,6,5,2,0
4,1396,0.3333333333333333,2,11,1251,4,2,3,1
19,1165,1.3333333333333333,3,13,1359,2,3,2,0
18,1255,1.6666666666666667,7,3,1359,6,1,2,1
2,1438,1.0,3,9,1331,4,3,3,3
11,1344,0.0,5,12,1102,3,3,2,1
7,1320,0.6666666666666666,4,14,1277,2,6,2,0
15,1193,0.6666666666666666,4,5,1470,2,2,2,4
20,1273,0.3333333333333333,9,16,1254,4,4,2,3
1,1436,3.3333333333333335,1,13,1342,5,4,1,0
14,1275,0.6666666666666666,3,6,1132,3,3,1,3
5,1486,0.6666666666666666,3,4,1314,2,5,0,0
10,1248,2.0,0,9,1320,1,4,0,2
8,1301,0.6666666666666666,3,18,1261,5,5,3,1
9,1176,0.3333333333333333,3,20,1076,0,12,2,1
7,1386,1.6666666666666667,4,19,1167,2,4,1,2
17,1280,0.6666666666666666,6,16,1143,5,1,2,1
3,1344,1.6666666666666667,2,15,1312,2,1,3,0
9,1355,0.6666666666666666,2,1,1390,4,2,1,1
4,1309,1.0,9,11,1342,3,1,1,1
2,1396,1.6666666666666667,1,5,1483,4,1,2,1
17,1264,0.6666666666666666,4,7,1405,4,3,3,2
10,1319,0.6666666666666666,4,3,1359,9,4,0,1
16,1218,1.0,4,9,1299,2,5,2,0
20,1196,0.6666666666666666,9,1,1342,7,2,0,5
6,1128,1.3333333333333333,5,13,1180,2,4,1,0
20,1148,0.3333333333333333,3,12,1199,5,2,1,1
11,1363,2.0,1,8,1175,3,2,0,3
7,1409,0.6666666666666666,5,9,1348,4,1,3,0
4,1359,3.0,4,6,1217,3,8,2,1
11,1248,1.3333333333333333,5,2,1364,6,0,1,0
1,1413,2.3333333333333335,3,13,1212,10,1,2,0
11,1171,1.3333333333333333,5,20,1149,2,3,1,1
17,1289,0.3333333333333333,7,18,1254,3,5,2,1
18,1271,1.0,12,16,1151,4,6,0,2
8,1305,0.6666666666666666,7,7,1419,2,4,1,0
5,1477,1.0,3,10,1343,4,2,1,0
14,1320,0.3333333333333333,2,9,1347,8,1,1,0
8,1343,1.3333333333333333,2,3,1313,8,8,1,0
6,1288,1.3333333333333333,8,12,1315,2,6,1,1
8,1264,1.0,4,18,1230,5,8,5,0
3,1298,2.3333333333333335,5,2,1369,7,5,1,3
20,1172,1.0,2,14,1252,4,6,0,2
9,1221,3.3333333333333335,3,5,1444,6,5,1,0
8,1347,1.0,3,9,1106,6,4,1,0
16,1247,1.0,6,9,1341,4,1,1,1
1,1442,2.3333333333333335,0,19,1284,1,7,2,0
17,1142,1.3333333333333333,12,14,1320,1,3,1,1
7,1401,1.3333333333333333,2,4,1333,14,4,1,2
8,1170,1.6666666666666667,5,2,1359,7,4,1,2
4,1256,3.0,2,3,1334,8,1,5,2
12,1352,0.3333333333333333,5,14,1243,5,5,2,0
20,1170,1.3333333333333333,5,15,1255,3,5,0,0
12,1284,2.3333333333333335,4,9,1313,5,2,4,0
17,1247,1.6666666666666667,7,11,1336,3,5,0,1
6,1281,1.3333333333333333,6,16,1313,3,9,2,2
4,1472,1.3333333333333333,6,19,1204,1,4,3,0
1,1440,1.3333333333333333,1,18,1132,4,11,3,0
18,1224,1.3333333333333333,7,14,1289,4,4,1,5
14,1271,2.0,6,1,1355,6,3,0,1
1,1335,2.3333333333333335,4,7,1433,4,3,2,1
11,1184,1.0,4,8,1171,2,3,2,3
8,1304,2.0,0,4,1197,8,3,1,2
12,1277,2.0,6,13,1361,1,5,2,1
9,1258,1.0,2,4,1458,4,4,2,0
19,1241,1.0,3,20,1163,3,7,1,2
18,1197,0.6666666666666666,10,16,1240,6,5,3,2
3,1234,1.6666666666666667,4,5,1194,6,6,5,0
7,1430,1.3333333333333333,3,3,1071,6,5,0,0
5,1268,1.6666666666666667,5,13,1265,6,5,2,1
4,1327,0.6666666666666666,1,2,1347,7,1,3,3
5,1122,1.0,5,19,1211,4,4,7,1
20,1163,0.6666666666666666,7,11,1269,3,2,1,1
15,1286,1.3333333333333333,4,10,1251,4,5,1,2
10,1342,0.3333333333333333,4,8,1304,5,1,0,1
16,1183,1.6666666666666667,4,17,1224,3,7,1,2
8,1172,0.6666666666666666,4,17,1239,3,4,2,0
1,1271,1.3333333333333333,3,14,1278,7,6,3,0
12,1265,1.3333333333333333,5,16,1020,4,4,2,2
8,1228,2.0,2,11,1176,4,2,3,0
12,1240,2.6666666666666665,6,15,1128,3,4,1,1
17,1255,1.6666666666666667,5,7,1122,4,7,0,0
18,1194,1.6666666666666667,4,5,1174,6,5,0,2
19,1170,1.3333333333333333,6,5,1405,1,6,0,3
3,1265,1.6666666666666667,4,20,1158,2,8,3,1
13,1180,1.6666666666666667,4,4,1362,3,1,1,1
2,1244,1.6666666666666667,4,8,1370,3,3,2,0
9,1165,0.6666666666666666,4,1,1305,7,2,1,0
1,1302,1.3333333333333333,1,3,1275,4,1,3,2
5,1101,1.3333333333333333,5,2,1372,5,6,1,2
9,1172,1.6666666666666667,3,4,1461,4,4,0,0
19,1244,1.0,4,11,1268,4,4,2,3
10,1341,1.6666666666666667,2,12,1182,6,3,2,0
8,1355,1.3333333333333333,3,13,1153,1,4,1,2
16,1074,0.3333333333333333,4,20,1117,3,7,3,1
11,1248,1.3333333333333333,5,6,1254,5,3,5,2
11,1260,0.6666666666666666,5,17,1208,7,5,1,1
16,1102,1.0,5,7,1425,3,4,3,1
20,1140,1.0,11,1,1221,3,1,0,1
6,1183,2.0,3,18,1129,2,4,1,0
10,1180,1.3333333333333333,2,5,1018,3,3,3,2
15,1145,0.0,2,9,1172,3,4,1,2
3,1268,1.3333333333333333,1,16,1244,3,4,1,1
2,1361,2.3333333333333335,6,19,1177,3,4,3,0
6,1406,1.3333333333333333,5,8,1370,4,3,0,0
4,1428,1.3333333333333333,5,11,1334,6,2,1,0
16,1214,1.6666666666666667,5,14,1336,4,3,3,1
12,1284,1.0,3,9,1238,2,4,1,1
3,1266,1.3333333333333333,1,11,1241,3,3,2,0
7,1211,1.6666666666666667,6,2,1360,12,3,3,0
11,1325,1.0,1,18,1193,3,4,1,2
18,1155,0.6666666666666666,7,10,1094,5,3,1,4
3,1261,1.3333333333333333,2,14,1127,3,3,1,0
1,1387,1.0,1,6,1424,4,2,3,0
16,1219,1.3333333333333333,4,4,1325,3,5,1,2
17,1007,1.0,5,9,1230,3,5,1,2
19,1181,1.6666666666666667,5,8,1349,2,5,1,2
11,1332,1.3333333333333333,3,10,1196,2,3,0,2
11,1237,0.6666666666666666,7,4,1269,4,2,2,1
12,1220,1.6666666666666667,3,9,1311,3,2,0,1
12,1171,1.3333333333333333,4,1,1390,4,0,1,0
2,1174,4.0,0,19,1157,3,5,2,3
14,1198,0.3333333333333333,2,3,1347,4,1,1,1
8,1348,0.6666666666666666,4,18,1157,1,6,2,2
10,1237,1.0,5,13,1302,3,6,1,1
5,1438,1.0,3,9,1333,1,4,1,3
19,1199,0.6666666666666666,5,16,1291,4,5,1,1
4,1281,1.0,3,16,1144,3,6,1,0
5,1424,1.0,1,7,1136,4,3,3,1
5,1262,1.0,2,17,1294,4,8,1,1
14,1200,0.6666666666666666,1,16,1142,2,6,1,1
11,1162,2.3333333333333335,5,3,1188,3,3,0,2
4,1458,1.3333333333333333,3,13,1285,2,7,1,1
9,1227,2.0,5,1,1395,5,2,0,0
13,1328,1.6666666666666667,4,9,1304,2,2,1,1
1,1359,3.6666666666666665,1,18,1157,3,2,5,0
6,1440,1.0,0,20,1182,3,6,1,1
19,1267,1.0,5,7,1125,4,7,0,2
8,1349,1.3333333333333333,5,12,1307,3,5,0,0
3,1188,1.6666666666666667,2,4,1470,6,2,1,1
7,1056,0.6666666666666666,7,10,1298,4,4,2,3
1,1391,2.3333333333333335,3,8,1337,5,2,3,0
11,1309,0.6666666666666666,4,5,1270,5,1,1,2
18,1139,1.0,6,5,1425,3,1,0,0
16,1151,0.3333333333333333,4,15,1328,3,4,2,3
12,1263,1.0,2,1,1376,7,1,0,5
10,1316,0.3333333333333333,3,13,1195,4,4,1,0
16,1294,1.3333333333333333,7,9,1234,6,8,2,2
20,1222,2.0,6,19,1265,1,7,1,2
15,1151,0.6666666666666666,4,2,1387,6,2,0,2
10,1302,0.6666666666666666,2,6,1425,2,2,0,2
3,1264,2.3333333333333335,3,16,1329,4,5,1,0
1,1395,2.3333333333333335,4,5,1273,6,1,1,0
17,1294,1.0,8,8,1365,6,2,1,2
6,1138,1.0,8,12,1201,4,4,0,0
11,1233,0.6666666666666666,3,20,1265,1,7,2,0
12,1329,0.6666666666666666,2,9,1234,7,8,1,1
19,1223,2.0,7,11,1240,3,6,1,2
18,1157,1.3333333333333333,6,3,1462,8,1,1,1
3,1470,2.3333333333333335,2,1,1395,9,3,2,1
16,1237,0.6666666666666666,4,19,1157,8,8,2,1
8,1359,2.0,4,3,1216,8,1,2,1
11,1196,0.6666666666666666,5,14,1220,2,1,2,0
9,1234,1.3333333333333333,8,7,1182,2,7,4,2
2,1369,1.0,1,16,1317,3,6,4,1
6,1425,1.0,3,12,1074,5,5,1,0
20,1194,0.3333333333333333,7,8,1330,0,3,1,2
4,1273,2.3333333333333335,2,10,1325,4,2,1,0
14,1310,1.3333333333333333,5,17,1153,5,8,1,2
13,1252,0.6666666666666666,4,7,1427,3,2,1,0
10,1333,1.6666666666666667,3,8,1362,5,9,0,1
15,1313,1.3333333333333333,6,17,1259,1,3,2,1
6,1271,1.3333333333333333,5,4,1466,5,2,0,3
20,1134,2.0,7,4,1275,6,2,0,4
3,1278,2.6666666666666665,2,20,1271,6,4,3,0
11,1076,2.0,7,12,1310,3,7,1,1
1,1399,2.3333333333333335,4,10,1234,5,6,5,1
18,1231,1.3333333333333333,7,13,1120,0,1,4,2
10,1354,1.0,4,2,1386,3,1,0,1
13,1132,1.0,2,8,1350,5,6,0,0
