home_pos,home_value,home_score_form,home_concede_form,away_pos,away_value,away_score_form,away_concede_form,home_result_score,away_result_score
6,1426,1.3333333333333333,1,1,1475,9,4,1,1
12,1359,1.0,11,20,1219,6,7,3,1
12,1318,0.6666666666666666,6,3,1183,8,2,1,3
16,1328,0.6666666666666666,3,19,1134,4,8,1,2
9,1166,2.0,8,11,1053,6,8,2,1
2,1300,1.0,0,3,1203,6,5,1,1
3,1478,1.6666666666666667,7,17,1258,5,6,3,0
18,1199,2.3333333333333335,5,8,1310,3,4,0,2
5,1281,3.3333333333333335,4,14,1253,3,3,1,1
3,1372,2.6666666666666665,3,8,1353,6,6,2,0
4,1480,1.3333333333333333,6,6,1433,3,1,1,2
11,1231,2.0,7,6,1287,11,4,1,2
20,1204,0.3333333333333333,6,19,1230,4,6,3,3
10,1301,0.6666666666666666,6,18,1262,6,5,2,1
14,1176,1.3333333333333333,3,15,1253,4,6,0,0
13,1365,0.6666666666666666,11,9,998,4,6,2,3
1,1478,4.0,4,3,1202,6,2,3,1
10,1325,1.3333333333333333,4,14,1318,6,6,2,1
10,1132,1.6666666666666667,3,2,1315,3,6,0,1
13,1318,1.0,7,20,1205,1,6,3,1
17,1262,1.3333333333333333,6,12,1344,4,6,5,0
15,1252,1.0,5,5,1277,7,4,1,3
2,1297,1.0,7,14,1249,5,4,1,0
6,1424,1.3333333333333333,2,10,1127,6,6,0,0
18,1236,1.6666666666666667,6,4,1471,6,7,0,1
8,1358,1.3333333333333333,8,9,1166,7,5,3,2
6,1196,3.3333333333333335,5,13,1285,4,3,3,0
12,1134,1.0,4,1,1388,13,3,2,3
2,1208,2.0,3,16,1314,4,5,2,1
11,1371,1.0,5,3,1208,5,3,1,3
5,1356,2.0,4,12,1215,2,7,3,1
16,1298,1.3333333333333333,6,2,1289,4,7,0,1
3,1385,2.6666666666666665,3,7,1185,6,4,3,5
20,1156,0.3333333333333333,6,15,1264,7,5,0,2
10,1127,1.6666666666666667,5,19,1343,4,8,3,1
13,1337,1.6666666666666667,4,9,1356,4,6,2,2
7,1166,1.3333333333333333,4,18,1240,2,7,3,3
1,1391,4.666666666666667,2,16,1307,3,6,3,1
12,1311,2.0,3,5,1416,4,2,0,2
2,1382,1.3333333333333333,2,1,1472,10,1,1,6
17,1273,2.0,2,13,1343,1,7,1,3
7,1202,2.0,3,9,1345,3,3,3,1
20,1225,0.6666666666666666,8,5,1333,6,4,1,2
9,1210,0.6666666666666666,8,3,1467,12,3,1,0
15,1295,0.6666666666666666,6,13,1127,4,7,2,2
4,1357,2.3333333333333335,4,20,1278,2,7,1,0
18,1261,1.3333333333333333,9,12,1337,4,6,0,2
9,1356,1.3333333333333333,5,10,1310,4,2,1,2
5,1434,1.6666666666666667,2,7,1166,5,4,1,1
12,1310,0.6666666666666666,5,16,1312,2,7,2,0
10,1182,2.3333333333333335,6,16,1258,7,4,2,1
4,1287,2.0,3,6,1331,8,2,2,2
5,1424,1.3333333333333333,5,2,1465,6,2,1,1
19,1228,0.6666666666666666,7,17,1261,2,10,1,3
7,1343,0.3333333333333333,7,12,1308,8,2,2,0
10,1213,1.3333333333333333,7,19,1163,5,10,1,1
8,1166,1.3333333333333333,4,10,1132,6,4,3,1
1,1470,2.6666666666666665,2,7,1352,4,2,4,1
3,1473,3.3333333333333335,5,13,1343,3,5,3,1
20,1226,0.3333333333333333,10,3,1472,7,5,1,5
10,1185,1.3333333333333333,5,8,1329,2,5,2,0
11,1255,1.0,3,10,1150,4,1,6,0
6,1271,2.6666666666666665,1,13,1179,7,4,2,1
12,1292,0.3333333333333333,7,3,1215,4,2,1,2
14,1255,2.0,4,15,1242,1,3,2,2
1,1460,3.0,2,10,1236,4,3,2,0
19,1228,2.0,7,1,1391,7,2,0,4
6,1353,1.3333333333333333,4,16,1136,2,8,2,0
11,1336,1.6666666666666667,5,4,1419,2,6,0,2
9,1174,1.0,5,14,1343,5,2,2,1
9,1222,1.0,2,8,1330,3,3,1,1
2,1395,3.3333333333333335,3,9,1343,6,3,2,0
15,1156,1.0,6,6,1179,7,5,1,2
19,1310,0.3333333333333333,4,17,1152,4,5,0,0
4,1284,1.0,2,17,1088,5,5,3,1
4,1419,1.0,6,10,1298,0,5,2,1
3,1480,2.0,5,16,1195,3,1,4,1
11,1270,2.0,12,20,1260,2,10,3,0
5,1356,0.6666666666666666,4,1,1371,16,3,1,1
11,1193,1.0,8,8,1411,5,2,4,0
11,1343,0.3333333333333333,3,5,1371,3,1,4,0
16,1174,0.6666666666666666,5,2,1479,11,3,2,2
1,1384,5.333333333333333,2,3,1472,7,3,3,1
14,1088,0.6666666666666666,5,15,1281,3,10,4,3
10,1313,0.6666666666666666,2,9,1224,1,2,0,3
11,1179,0.0,1,17,1310,2,3,3,0
8,1333,1.0,3,11,1206,2,3,3,1
15,1269,1.0,11,10,1174,2,5,1,2
7,1336,1.6666666666666667,3,4,1201,3,1,1,1
11,1224,0.3333333333333333,6,4,1207,3,1,0,0
17,1168,1.0,5,12,1241,2,5,0,1
17,1205,0.3333333333333333,4,19,1171,2,6,1,1
7,1319,1.3333333333333333,1,13,1173,1,8,0,2
15,1342,0.3333333333333333,2,3,1392,5,2,1,2
3,1355,0.6666666666666666,1,4,1429,6,2,1,0
2,1400,4.0,3,9,1145,3,1,3,0
10,1330,0.3333333333333333,1,7,1354,3,1,2,2
10,1186,0.6666666666666666,10,16,1189,0,4,1,0
0,1269,2.3333333333333335,6,0,1380,13,3,0,5
0,1123,0.3333333333333333,0,0,1237,0,2,2,1
0,1113,0.0,3,0,1398,7,2,1,5
0,1233,0.6666666666666666,4,0,1338,1,1,0,1
0,1374,1.6666666666666667,1,0,981,0,2,8,2
0,1143,0.3333333333333333,1,0,952,1,4,2,0
0,1197,0.0,4,0,1270,1,2,0,0
0,1385,0.6666666666666666,1,0,1168,2,2,3,1
0,1167,0.6666666666666666,5,0,1131,0,1,0,1
0,1405,1.0,1,0,1259,6,3,3,1
0,1278,1.0,1,0,1319,4,1,0,0
0,1369,0.6666666666666666,1,0,1091,0,0,3,0
0,1168,0.3333333333333333,1,0,1337,0,0,1,1
0,1323,0.6666666666666666,1,0,1243,0,0,2,0
0,1264,1.3333333333333333,0,0,1391,4,0,2,3
0,1195,0.3333333333333333,1,0,1283,0,0,0,1
0,1137,0.0,0,0,1342,1,1,0,2
0,1197,0.0,4,0,1159,1,1,0,0
0,1212,0.0,0,0,900,0,4,0,1
0,1214,0.0,0,0,1157,1,2,3,1
0,1384,0.0,0,0,1101,1,2,2,1
0,1386,0.0,0,0,1195,0,0,4,0
0,1335,0.0,0,0,1396,0,0,0,0
0,1151,0.0,0,0,1288,0,0,1,2
0,1136,0.0,0,0,1173,0,0,1,1
0,1182,0.0,0,0,1334,0,0,0,4
0,1246,0.0,0,0,1195,0,0,1,1
0,1330,0.0,0,0,1214,0,0,0,0
0,1065,0.0,0,0,1251,0,0,1,2
0,1133,0.0,0,0,1254,0,0,0,0
18,1064,2.0,9,15,1262,9,4,2,2
10,1167,0.3333333333333333,4,19,1122,4,4,4,2
8,1313,0.6666666666666666,8,1,1445,3,3,5,5
5,1432,1.6666666666666667,3,17,1072,3,8,1,0
9,1233,1.3333333333333333,4,11,1269,3,8,0,3
13,1139,0.3333333333333333,5,12,1249,3,3,1,1
13,1280,0.6666666666666666,7,4,1443,6,2,0,1
2,1473,1.0,0,10,1283,5,3,2,3
7,1355,3.0,1,20,1246,1,3,1,0
3,1396,1.6666666666666667,3,6,1353,3,0,2,1
4,1433,1.0,1,18,1117,7,7,4,1
19,1119,1.6666666666666667,4,2,1475,3,1,0,2
11,1323,1.3333333333333333,1,4,1423,5,4,1,2
17,1224,1.0,7,14,1293,0,4,1,1
20,1263,0.0,3,13,1343,1,7,1,2
12,1287,1.0,4,8,1324,5,4,4,0
12,1275,0.6666666666666666,6,7,1286,8,2,1,3
6,1365,0.3333333333333333,1,10,1243,3,2,2,0
1,1451,1.3333333333333333,2,9,1210,3,4,2,1
13,1278,2.6666666666666665,5,3,1439,5,2,1,2
3,1439,1.6666666666666667,2,5,1421,6,3,2,2
18,1121,1.6666666666666667,6,9,1207,0,2,2,3
2,1446,1.0,4,8,1317,6,4,1,0
15,1229,1.6666666666666667,6,11,1328,3,2,1,1
7,1405,2.6666666666666665,2,6,1361,1,1,0,0
1,1457,2.0,3,3,1425,7,2,0,1
10,1243,1.6666666666666667,4,16,1340,1,10,0,0
8,1312,1.6666666666666667,3,18,1128,2,5,2,3
5,1419,2.3333333333333335,5,14,1291,1,4,1,0
9,1227,0.6666666666666666,4,2,1469,4,4,0,0
15,1241,1.0,5,13,1289,7,5,1,2
12,1247,0.0,5,19,1136,1,2,2,4
20,1234,0.0,4,3,1424,2,1,0,1
16,1289,1.3333333333333333,5,15,1250,5,2,6,1
20,1136,0.3333333333333333,4,19,1274,1,5,0,0
3,1459,2.3333333333333335,3,9,1230,3,4,2,0
3,1427,1.3333333333333333,1,1,1453,7,2,1,1
13,1303,1.0,1,8,1247,3,6,0,3
6,1356,0.6666666666666666,1,11,1243,1,5,1,0
16,1355,0.6666666666666666,4,7,1396,2,2,0,6
2,1473,1.3333333333333333,4,10,1243,5,3,2,1
18,1154,0.3333333333333333,4,5,1419,7,4,2,2
12,1323,1.0,5,14,1244,5,6,1,0
1,1455,1.6666666666666667,4,17,1295,5,4,3,0
5,1425,1.3333333333333333,4,2,1460,7,1,3,1
7,1401,0.6666666666666666,1,4,1444,6,3,2,2
10,1243,1.0,3,18,1155,2,2,2,0
8,1240,0.6666666666666666,5,16,1323,1,7,1,1
9,1230,1.0,6,11,1298,5,2,0,0
14,1164,1.3333333333333333,3,6,1352,4,2,1,0
19,1253,1.0,6,14,1318,1,6,0,2
13,1245,1.0,6,20,1137,1,6,2,1
10,1266,0.3333333333333333,5,3,1437,5,2,0,1
11,1319,1.3333333333333333,2,1,1396,4,2,2,2
2,1463,2.0,3,18,1155,4,2,1,0
10,1245,1.3333333333333333,4,3,1430,5,3,0,3
3,1437,3.0,3,6,1337,5,2,0,0
13,1341,0.6666666666666666,6,15,1176,2,4,0,3
15,1323,0.3333333333333333,4,1,1460,3,2,0,2
11,1304,2.3333333333333335,2,12,1231,3,3,1,1
20,1138,0.3333333333333333,7,7,1414,3,4,0,0
6,1341,1.6666666666666667,2,19,1153,5,7,2,0
16,1271,2.3333333333333335,5,10,1254,4,3,1,1
3,1415,2.6666666666666665,2,14,1241,3,4,3,1
1,1460,2.0,0,2,1473,5,2,1,2
7,1414,2.0,6,12,1279,4,3,0,0
4,1392,1.3333333333333333,5,6,1311,6,1,2,2
13,1318,1.0,7,10,1245,6,4,1,0
3,1447,1.3333333333333333,2,17,1171,2,5,2,1
19,1233,2.3333333333333335,7,18,1155,3,5,1,1
20,1157,0.6666666666666666,7,11,1296,5,2,0,2
8,1304,1.0,4,4,1413,7,3,1,2
14,1323,0.3333333333333333,3,16,1291,6,5,1,3
12,1248,0.3333333333333333,2,9,1225,2,6,2,2
10,1296,1.3333333333333333,2,19,1233,7,5,3,2
18,1258,1.6666666666666667,4,7,1410,8,5,1,2
12,1294,1.3333333333333333,3,4,1447,3,2,2,1
2,1473,1.0,2,14,1294,3,4,4,0
5,1423,1.6666666666666667,3,20,1157,2,6,4,1
5,1311,2.0,3,12,1318,1,3,1,0
16,1243,1.3333333333333333,6,1,1433,7,0,0,1
17,1155,1.6666666666666667,5,13,1236,1,5,1,0
11,1287,1.0,5,8,1321,2,2,3,1
9,1227,0.6666666666666666,4,3,1338,4,5,1,2
15,1298,1.3333333333333333,7,12,1244,2,5,1,1
4,1417,2.3333333333333335,6,10,1305,3,2,0,1
18,1155,1.3333333333333333,8,12,1339,6,4,2,1
3,1452,1.6666666666666667,3,13,1218,4,5,2,0
6,1325,1.3333333333333333,5,2,1352,4,3,2,0
9,1224,0.6666666666666666,7,5,1414,4,3,0,2
10,1320,0.3333333333333333,4,8,1321,4,3,0,0
15,1301,1.0,6,6,1379,12,2,3,1
16,1259,1.0,4,20,1250,5,4,3,2
1,1445,2.6666666666666665,0,20,1123,2,8,1,0
13,1326,1.6666666666666667,5,11,1311,2,3,2,1
6,1394,3.0,2,3,1331,7,4,3,2
7,1321,1.3333333333333333,2,9,1217,5,6,2,1
19,1059,0.6666666666666666,8,17,1259,3,4,1,2
20,1240,1.0,7,14,1275,3,5,3,1
13,1248,0.6666666666666666,5,16,1295,6,7,0,0
18,1255,2.0,6,2,1453,5,5,0,1
3,1420,2.0,3,5,1421,4,1,2,1
8,1224,1.3333333333333333,7,15,1276,8,6,1,0
14,1208,0.6666666666666666,5,10,1305,1,1,2,2
10,1340,0.6666666666666666,3,11,1149,4,5,0,1
16,1291,2.3333333333333335,7,20,1254,1,6,1,2
1,1469,1.6666666666666667,0,12,1248,2,1,4,0
6,1318,1.3333333333333333,7,19,1055,3,6,3,1
3,1452,2.0,6,8,1309,4,2,1,0
17,1155,2.0,6,6,1392,7,4,0,4
14,1148,1.0,5,3,1413,4,2,2,3
14,1288,2.0,5,16,1298,6,5,4,2
2,1459,1.0,5,3,1452,8,6,2,0
11,1325,1.0,2,10,1343,4,4,1,0
7,1324,1.0,3,14,1278,1,3,2,1
19,1154,1.6666666666666667,5,17,1155,5,8,0,3
20,1255,0.3333333333333333,4,1,1472,5,1,0,2
11,1248,0.3333333333333333,1,6,1338,5,6,2,1
5,1424,1.3333333333333333,2,17,1233,6,6,2,1
7,1414,1.3333333333333333,6,8,1221,4,2,5,0
9,1407,3.0,4,8,1319,3,5,0,2
17,1269,2.0,7,11,1151,3,8,2,1
1,1385,1.3333333333333333,2,6,1324,5,4,2,0
4,1425,1.0,2,16,1373,6,5,2,1
7,1225,1.0,2,20,1246,1,1,4,1
13,1277,1.3333333333333333,4,5,1330,8,3,0,1
10,1323,1.0,6,17,1137,6,4,2,1
14,1243,0.3333333333333333,6,13,1276,3,4,0,0
3,1446,2.0,6,18,1130,6,7,4,1
15,1295,1.0,4,2,1463,4,2,3,1
9,1313,1.6666666666666667,7,4,1427,2,2,0,1
2,1457,1.3333333333333333,0,7,1409,8,4,2,2
20,1248,0.3333333333333333,1,14,1269,1,6,0,0
18,1102,1.6666666666666667,6,16,1293,3,4,2,2
11,1154,1.0,9,8,1209,3,1,1,0
17,1145,2.3333333333333335,5,11,1274,6,2,2,1
14,1347,1.0,3,3,1423,6,5,3,2
5,1337,0.6666666666666666,1,17,1274,3,5,3,3
5,1419,2.6666666666666665,5,10,1323,3,9,1,0
12,1291,1.3333333333333333,4,1,1384,5,3,0,1
14,1267,0.3333333333333333,7,4,1424,4,2,1,1
5,1344,0.6666666666666666,1,9,1306,5,7,2,1
5,1417,2.0,5,7,1409,9,2,2,2
17,1162,2.0,6,3,1339,8,3,2,2
1,1459,2.3333333333333335,2,16,1298,3,2,2,1
12,1327,1.0,4,13,1222,2,9,3,1
11,1298,2.0,5,8,1217,5,3,0,0
10,1324,0.3333333333333333,10,17,1128,3,8,2,2
20,1297,0.6666666666666666,1,2,1437,7,0,0,0
17,1301,1.3333333333333333,5,15,1346,2,4,1,2
6,1414,0.6666666666666666,5,12,1228,3,5,5,1
15,1289,1.3333333333333333,3,5,1336,3,3,0,0
3,1428,2.0,3,6,1404,8,6,2,1
4,1415,1.6666666666666667,2,1,1467,8,1,1,1
12,1136,0.6666666666666666,5,20,1312,1,3,1,1
9,1232,1.3333333333333333,3,10,1338,3,10,3,1
16,1323,1.3333333333333333,9,18,1162,5,5,1,2
2,1467,3.0,3,14,1339,4,4,2,0
7,1375,2.3333333333333335,2,13,1268,4,6,5,0
7,1308,1.0,7,17,1278,2,6,2,2
17,1144,1.3333333333333333,5,11,1298,4,5,2,3
3,1448,2.0,2,15,1279,5,4,2,2
1,1382,3.3333333333333335,3,8,1393,7,3,2,1
6,1410,3.0,4,2,1357,7,4,0,2
20,1318,0.6666666666666666,5,4,1434,9,2,0,0
14,1296,0.6666666666666666,5,11,1137,3,4,3,0
10,1348,2.0,7,3,1428,3,2,0,4
19,1160,0.6666666666666666,3,7,1226,3,5,3,2
12,1272,1.3333333333333333,7,16,1316,7,13,0,0
12,1362,1.3333333333333333,4,17,1184,4,6,1,1
5,1303,1.6666666666666667,4,9,1231,4,3,0,0
17,1264,0.6666666666666666,9,15,1278,5,5,0,1
8,1389,2.6666666666666665,3,14,1314,3,2,3,0
4,1335,3.6666666666666665,1,20,1348,1,6,0,1
15,1281,2.3333333333333335,11,5,1327,5,4,1,2
7,1300,1.3333333333333333,4,13,1319,2,7,1,2
18,1212,1.3333333333333333,3,1,1463,7,4,0,4
11,1150,0.3333333333333333,3,12,1257,4,7,2,1
3,1416,2.0,1,19,1190,1,1,3,1
8,1234,1.0,2,16,1263,0,15,2,2
2,1447,1.6666666666666667,4,8,1348,6,4,3,0
16,1285,1.3333333333333333,5,5,1361,13,5,1,1
6,1291,1.6666666666666667,3,3,1404,12,1,1,2
20,1344,1.0,4,9,1398,6,6,0,3
13,1247,1.0,3,3,1429,5,0,1,2
8,1329,1.3333333333333333,2,18,1291,2,2,3,3
19,1190,0.6666666666666666,6,12,1238,3,5,1,0
11,1274,1.0,4,2,1470,4,2,3,4
1,1456,2.6666666666666665,5,7,1298,4,2,2,0
14,1321,0.6666666666666666,7,8,1217,1,2,1,2
17,1267,1.0,13,16,1212,2,5,0,3
4,1425,2.6666666666666665,2,15,1229,5,7,7,3
19,1190,0.6666666666666666,9,9,1221,4,6,0,0
19,1328,1.3333333333333333,4,6,1321,2,3,1,2
10,1281,2.3333333333333335,6,3,1403,12,4,0,1
1,1416,2.3333333333333335,4,15,1279,3,5,4,3
14,1341,1.0,7,17,1290,1,2,1,1
4,1325,1.6666666666666667,3,18,1212,3,5,2,1
16,1273,1.0,9,3,1419,2,2,0,4
8,1348,0.3333333333333333,1,9,1404,8,5,3,1
13,1314,1.6666666666666667,3,2,1431,6,4,1,0
11,1153,1.6666666666666667,5,1,1459,10,6,1,1
3,1404,1.3333333333333333,4,16,1276,4,2,8,0
18,1199,1.0,7,3,1422,7,4,0,1
12,1211,1.6666666666666667,4,3,1318,4,3,1,2
4,1314,0.0,3,10,1272,8,5,2,1
3,1419,1.6666666666666667,2,9,1350,2,1,0,0
17,1294,0.6666666666666666,2,15,1321,5,6,0,1
14,1332,1.6666666666666667,5,19,1329,5,4,1,0
2,1419,2.0,5,20,1198,2,9,1,0
8,1405,1.6666666666666667,5,13,1258,3,6,4,0
20,1188,1.0,8,5,1431,3,3,2,5
4,1412,2.0,3,10,1130,8,5,1,0
5,1301,0.3333333333333333,6,11,1131,5,5,0,0
15,1319,1.6666666666666667,4,2,1428,5,4,1,3
9,1362,1.0,1,4,1326,4,3,1,1
19,1344,1.0,3,13,1338,2,4,2,1
7,1284,2.3333333333333335,5,18,1174,2,7,2,1
1,1473,2.6666666666666665,5,16,1324,5,5,3,1
11,1394,1.6666666666666667,4,14,1276,2,1,1,3
15,1341,0.6666666666666666,5,19,1080,3,6,3,0
13,1345,0.0,4,14,1342,4,4,2,1
2,1483,1.0,1,1,1380,8,4,2,3
4,1338,1.0,3,5,1402,8,2,2,1
11,1214,1.3333333333333333,5,10,1379,2,2,2,3
17,1155,1.0,7,20,1331,2,4,2,2
8,1196,1.6666666666666667,1,11,1275,4,3,3,4
18,1341,1.0,6,3,1430,1,3,1,3
15,1298,1.0,2,19,1161,5,8,1,0
15,1298,0.6666666666666666,1,9,1350,4,1,0,0
6,1342,0.3333333333333333,3,5,1306,5,6,2,0
14,1322,0.6666666666666666,6,16,1175,3,7,3,0
12,1278,1.0,2,17,1314,5,5,2,1
5,1314,2.3333333333333335,6,9,1350,4,2,0,1
20,1336,0.6666666666666666,6,16,1298,1,5,1,1
2,1481,2.3333333333333335,0,6,1333,3,4,1,1
10,1405,1.3333333333333333,2,18,1274,6,2,1,0
11,1332,0.3333333333333333,4,5,1407,7,7,0,3
9,1410,2.0,3,5,1119,5,2,0,2
19,1188,1.3333333333333333,5,1,1451,4,2,3,4
7,1143,0.6666666666666666,5,3,1409,1,2,3,1
5,1408,2.0,8,12,1403,4,1,2,1
7,1203,1.0,2,4,1305,8,4,3,1
8,1353,1.0,1,14,1315,1,5,2,1
18,1280,2.0,2,13,1278,2,1,1,1
5,1333,1.3333333333333333,4,6,1418,8,5,1,1
3,1427,0.6666666666666666,3,9,1326,4,7,0,0
15,1157,1.3333333333333333,7,2,1470,7,1,0,2
1,1440,2.0,4,8,1207,3,4,1,0
16,1344,2.0,7,20,1351,2,7,0,0
16,1279,0.6666666666666666,8,19,1170,4,4,1,0
9,1204,1.3333333333333333,3,11,1406,5,2,0,0
17,1287,1.3333333333333333,4,14,1316,2,4,2,0
7,1412,1.0,8,8,1226,2,1,3,1
4,1427,1.0,4,2,1480,7,1,0,0
16,1349,1.3333333333333333,4,3,1305,6,2,2,4
15,1199,0.6666666666666666,5,18,1182,3,2,3,2
11,1353,0.6666666666666666,2,9,1257,6,8,1,0
1,1435,1.6666666666666667,4,20,1331,2,5,3,1
5,1297,1.6666666666666667,5,12,1286,2,0,1,1
17,1288,1.0,8,5,1421,9,7,0,0
7,1223,0.6666666666666666,2,14,1352,1,1,1,1
9,1337,2.6666666666666665,8,15,1344,1,3,1,3
6,1420,1.6666666666666667,5,8,1410,3,4,5,2
4,1305,1.6666666666666667,3,3,1432,4,5,2,1
17,1182,1.3333333333333333,4,4,1293,6,5,2,1
20,1328,0.3333333333333333,3,18,1287,2,5,1,3
12,1297,1.0,3,10,1208,2,3,1,2
1,1471,1.0,1,17,1287,4,4,5,0
10,1396,1.3333333333333333,4,15,1235,4,3,3,0
11,1293,0.6666666666666666,1,1,1369,8,5,1,0
2,1448,1.0,1,7,1414,4,6,2,1
10,1338,1.3333333333333333,3,6,1239,5,3,0,1
2,1426,2.3333333333333335,6,13,1380,4,3,1,1
12,1362,0.6666666666666666,5,20,1341,2,3,1,0
19,1287,0.6666666666666666,8,11,1202,3,3,1,1
18,1185,1.3333333333333333,5,14,1293,3,1,0,0
4,1340,1.6666666666666667,5,16,1322,1,2,2,1
7,1415,0.6666666666666666,3,8,1368,6,5,3,3
17,1278,0.6666666666666666,2,1,1449,9,5,2,3
13,1226,1.3333333333333333,3,4,1311,4,4,1,2
5,1323,1.6666666666666667,6,20,1286,4,8,2,0
19,1341,1.0,5,18,1183,5,6,1,1
12,1378,1.0,2,10,1351,3,5,1,1
1,1432,3.3333333333333335,4,6,1341,4,2,2,1
5,1413,2.0,5,12,1214,5,5,0,1
11,1204,1.3333333333333333,4,1,1401,10,6,1,1
15,1349,0.3333333333333333,4,16,1279,1,4,0,1
13,1292,1.0,5,14,1362,2,4,1,0
7,1370,2.0,5,4,1343,5,5,2,2
7,1162,2.0,6,2,1445,6,1,0,0
5,1336,2.0,4,12,1396,6,2,2,2
19,1281,1.3333333333333333,9,4,1405,7,6,1,2
10,1351,1.0,6,8,1307,5,5,2,1
1,1432,3.3333333333333335,4,2,1464,9,5,2,3
17,1312,0.3333333333333333,4,16,1287,4,9,1,1
15,1234,1.0,5,9,1170,7,5,2,1
12,1339,1.3333333333333333,4,14,1349,2,4,0,0
18,1190,1.3333333333333333,5,6,1374,4,4,3,3
4,1345,1.3333333333333333,4,20,1348,4,6,1,0
2,1385,2.3333333333333335,2,10,1234,4,5,1,0
14,1345,0.6666666666666666,4,11,1369,3,5,1,1
20,1361,1.3333333333333333,7,4,1328,8,3,1,1
5,1402,2.3333333333333335,3,1,1437,7,2,2,4
7,1167,1.3333333333333333,5,18,1274,7,6,4,1
6,1311,1.6666666666666667,3,3,1469,6,2,1,2
9,1234,0.6666666666666666,7,16,1234,3,5,2,1
2,1432,2.3333333333333335,4,13,1339,2,1,4,2
10,1385,2.0,4,19,1204,4,5,1,0
7,1354,1.6666666666666667,5,17,1326,2,7,1,0
15,1290,1.0,10,7,1309,5,4,1,0
17,1266,2.0,10,9,1336,6,3,2,2
5,1421,2.6666666666666665,4,16,1319,4,5,2,0
14,1398,2.3333333333333335,5,12,1350,3,2,0,0
10,1259,1.6666666666666667,4,2,1443,8,4,0,3
16,1234,0.3333333333333333,7,3,1359,8,3,2,2
3,1309,0.6666666666666666,4,20,1356,2,4,3,2
11,1235,0.0,7,17,1196,3,6,2,2
1,1443,1.0,1,18,1293,2,6,4,1
8,0,1.0,2,4,0,8,4,1,3
2,1474,1.3333333333333333,3,13,1344,3,2,3,0
20,1341,0.6666666666666666,5,7,0,4,1,1,2
15,1319,1.3333333333333333,5,6,1310,3,3,1,1
7,1329,3.0,2,1,1443,3,0,1,2
13,1339,1.3333333333333333,4,16,1234,3,8,1,0
12,1327,1.0,4,11,1234,2,7,2,0
19,1189,1.0,8,9,1306,4,3,2,2
18,1285,0.3333333333333333,2,12,1399,2,5,2,5
8,1314,1.6666666666666667,4,4,1476,5,3,1,2
2,1353,1.6666666666666667,4,17,1275,7,10,3,1
2,1445,3.0,3,3,1404,6,3,2,3
18,1408,1.0,5,2,1446,10,4,1,2
10,1322,1.0,5,17,1294,2,2,1,0
8,1404,1.6666666666666667,3,19,1331,2,4,2,1
7,1463,2.0,4,4,1320,8,1,1,1
9,1227,1.6666666666666667,4,2,1352,5,5,0,3
15,1234,1.3333333333333333,6,3,1348,5,6,1,2
6,1315,1.0,3,12,1331,3,3,1,1
2,1314,1.0,4,20,1196,4,8,1,0
17,1280,1.0,11,13,1307,4,4,4,1
1,1443,2.0,2,13,1325,3,3,1,0
7,1366,1.3333333333333333,3,11,1324,3,4,2,2
19,1197,1.0,5,10,1422,3,4,1,3
15,1280,0.6666666666666666,7,7,1321,4,3,0,0
10,1331,1.0,3,4,1460,8,5,1,1
18,1356,0.6666666666666666,9,1,1435,8,2,0,0
2,1440,2.0,5,12,1166,4,4,4,0
6,1301,2.3333333333333335,6,5,1324,6,1,3,0
10,1307,0.6666666666666666,5,3,1157,10,2,2,0
2,1412,0.6666666666666666,0,20,1290,4,8,6,1
0,1262,0.6666666666666666,2,0,1414,2,7,1,1
0,1408,0.6666666666666666,5,0,1327,0,0,0,2
0,1277,0.6666666666666666,5,0,1453,3,3,2,3
0,1362,0.6666666666666666,3,0,1300,1,4,1,1
0,1308,0.3333333333333333,3,0,1348,7,3,3,0
0,1166,0.6666666666666666,2,0,1343,1,1,2,2
0,1320,1.3333333333333333,1,0,1375,4,1,2,0
0,1400,0.6666666666666666,3,0,1288,1,6,1,1
0,1229,2.6666666666666665,0,0,1271,0,0,2,2
0,1448,1.6666666666666667,4,0,1333,1,6,3,1
0,1338,0.3333333333333333,1,0,1321,0,0,0,0
0,1404,0.0,3,0,1375,3,2,2,2
0,1155,1.6666666666666667,0,0,1293,1,0,3,0
0,1405,0.3333333333333333,2,0,1316,3,0,1,1
0,1271,0.6666666666666666,3,0,1168,0,2,0,2
0,1278,0.0,5,0,1328,0,5,1,1
0,1468,0.0,1,0,1273,5,0,3,2
0,1317,0.0,1,0,1371,1,0,1,3
0,1367,2.0,2,0,1371,2,1,2,0
0,1372,0.6666666666666666,0,0,1193,1,1,4,2
0,1367,0.0,0,0,1376,0,0,1,0
0,1165,0.0,0,0,1371,0,0,0,2
0,1399,0.0,0,0,1271,0,0,3,2
0,1288,0.0,0,0,1319,0,0,1,0
0,1320,0.0,0,0,1340,0,0,3,0
0,1188,0.0,0,0,1339,0,0,1,1
0,1326,0.0,0,0,1173,0,0,0,5
0,1284,0.0,0,0,1203,0,0,5,0
0,1406,0.0,0,0,1335,0,0,0,0
0,1370,0.0,0,0,1395,0,0,2,1
17,1310,0.3333333333333333,3,9,1328,5,3,1,2
6,1327,1.3333333333333333,3,15,1268,4,9,3,0
14,1281,2.3333333333333335,0,12,1200,6,3,1,3
8,1286,1.0,0,7,1424,7,2,1,1
18,1274,0.6666666666666666,7,4,1411,7,0,0,2
1,1485,3.0,2,12,1261,2,2,2,0
